Handles  NPM(K)     PM(K)     WS(K)   CPU(s)      Id  SI  ProcessName        Path
    694      48     58642     73469    15.72   52049   1  firefox            C:\Program Files\Mozilla Firefox\firefox.exe
   1361      13    155031    162854    22.79   52090   1  OneDrive           C:\Users\jsmith\AppData\Local\Microsoft\OneDrive\OneDrive.exe
    440      49    164879    183968    17.17   52100   1  explorer           C:\Windows\explorer.exe
   1318      50     77714     85555    12.54   52155   1  sihost             C:\Windows\System32\sihost.exe
   1136      16     74641     76562     3.18   52174   1  Teams              C:\Users\jsmith\AppData\Local\Microsoft\Teams\current\Teams.exe
    429       6     46343     62579    25.78   52200   1  notepad            C:\Windows\System32\notepad.exe
    708      17    110349    112747    11.82   52210   1  NisSrv             C:\Program Files\Windows Defender\NisSrv.exe
    163      36     89971     93669    28.95   52235   1  dllhost            C:\Windows\System32\dllhost.exe
    163      28     92839    107576    29.86   52254   1  lsass              C:\Windows\System32\lsass.exe
    612      29     35155     40160     3.01   52284   1  notepad            C:\Windows\System32\notepad.exe
    863      41    143686    149102     7.04   52339   1  csrss              C:\Windows\System32\csrss.exe
   1096      47     74637     82884    11.34   52354   1  dwm                C:\Windows\System32\dwm.exe
    969      58    120443    130916    37.06   52401   1  SecurityHealthService C:\Windows\System32\SecurityHealthService.exe
    880      49     36104     54292    28.98   52405   1  slack              C:\Users\jsmith\AppData\Local\slack\slack.exe
    310      44     26214     30269     1.88   52417   1  lsass              C:\Windows\System32\lsass.exe
    816      44     93450    106767    13.26   52440   1  RuntimeBroker      C:\Windows\System32\RuntimeBroker.exe
   1121      33     40783     57258    22.63   52470   1  conhost            C:\Windows\System32\conhost.exe
   1330       9    111086    121225    40.67   52528   1  ShellExperienceHost C:\Windows\System32\ShellExperienceHost.exe
    653      26    142220    160709     4.51   52585   1  Teams              C:\Users\jsmith\AppData\Local\Microsoft\Teams\current\Teams.exe
   1244      59     17524     33440     2.08   52639   1  taskhostw          C:\Windows\System32\taskhostw.exe
    407      43    102766    122114     5.43   52690   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
   1307      49     14193     20588    44.84   52726   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    684      47     16775     22101    28.63   52761   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
    850      21    103870    123064    13.58   52809   1  MsMpEng            C:\Program Files\Windows Defender\MsMpEng.exe
    133      35     38442     40351    41.14   52837   1  OneDrive           C:\Users\jsmith\AppData\Local\Microsoft\OneDrive\OneDrive.exe
   1332      41    147665    161766    17.08   52848   1  dllhost            C:\Windows\System32\dllhost.exe
    194      14     72835     82245    35.62   52874   1  spoolsv            C:\Windows\System32\spoolsv.exe
    494      43    115305    123065    38.91   52918   1  Teams              C:\Users\jsmith\AppData\Local\Microsoft\Teams\current\Teams.exe
    402      14     35349     47733    30.04   52957   1  excel              C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE
    379      28     56442     61842    40.15   52998   1  MsMpEng            C:\Program Files\Windows Defender\MsMpEng.exe
    868      44    175422    178922    26.41   53035   1  spoolsv            C:\Windows\System32\spoolsv.exe
    906       8     29907     33844    36.84   53060   1  slack              C:\Users\jsmith\AppData\Local\slack\slack.exe
    294      33    109937    128664    26.33   53106   1  winlogon           C:\Windows\System32\winlogon.exe
    689      15     80603     98276    25.66   53122   1  services           C:\Windows\System32\services.exe
    795      39    158465    177701    32.17   53165   1  services           C:\Windows\System32\services.exe
    375      46     73398     90267    30.74   53194   1  NisSrv             C:\Program Files\Windows Defender\NisSrv.exe
   1263      42     81817    101574     9.20   53225   1  wininit            C:\Windows\System32\wininit.exe
    933      58     20783     40661    42.68   53261   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    462      47    128141    145283    24.31   53293   1  fontdrvhost        C:\Windows\System32\fontdrvhost.exe
    358      23    163672    172065    15.47   53310   1  fontdrvhost        C:\Windows\System32\fontdrvhost.exe
    350      12     61629     68353    31.01   53314   1  powershell         C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
    203      21    152794    164874    13.31   53351   1  OneDrive           C:\Users\jsmith\AppData\Local\Microsoft\OneDrive\OneDrive.exe
    484      30    101536    112710    13.08   53391   1  explorer           C:\Windows\explorer.exe
   1175      24      4350     14242    43.88   53415   1  firefox            C:\Program Files\Mozilla Firefox\firefox.exe
    700      47     27017     38086    24.02   53431   1  vlc                C:\Program Files\VideoLAN\VLC\vlc.exe
   1212      46     80721     90056    31.77   53474   1  SearchIndexer      C:\Windows\System32\SearchIndexer.exe
    746      18     78585     95984    34.57   53529   1  svchost            C:\Windows\System32\svchost.exe
    845      51    129067    130307     3.61   53555   1  MsMpEng            C:\Program Files\Windows Defender\MsMpEng.exe
    407      45    164276    183749    18.64   53596   1  explorer           C:\Windows\explorer.exe
    226      40     82086     96256    17.53   53617   1  slack              C:\Users\jsmith\AppData\Local\slack\slack.exe
    824      30     87025    103560     4.14   53664   1  slack              C:\Users\jsmith\AppData\Local\slack\slack.exe
    483      11     89447    103820    44.81   53703   1  notepad            C:\Windows\System32\notepad.exe
    236      12    173770    186313    31.19   53739   1  firefox            C:\Program Files\Mozilla Firefox\firefox.exe
    200      13    151928    158757    38.93   53750   1  winword            C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE
    547      14     43830     48925    19.43   53780   1  Teams              C:\Users\jsmith\AppData\Local\Microsoft\Teams\current\Teams.exe
    652      52     76765     95280     7.80   53799   1  lsass              C:\Windows\System32\lsass.exe
   1121      11     42545     59690    11.65   53807   1  wininit            C:\Windows\System32\wininit.exe
    543      49    129779    141564    42.25   53845   1  fontdrvhost        C:\Windows\System32\fontdrvhost.exe
    749      30    113031    122061    29.09   53857   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
    951      47     72394     83847    41.39   53879   1  NisSrv             C:\Program Files\Windows Defender\NisSrv.exe
    411      12     51863     54720    42.92   53900   1  OneDrive           C:\Users\jsmith\AppData\Local\Microsoft\OneDrive\OneDrive.exe
    686      18    172367    178805    37.66   53945   1  explorer           C:\Windows\explorer.exe
    265      19    141258    144622     0.30   53949   1  acrord32           C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe
    714      20     64192     75704    27.17   53975   1  firefox            C:\Program Files\Mozilla Firefox\firefox.exe
    465      23     27926     45815     9.42   53990   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    776      23    172863    173416    10.93   54030   1  lsass              C:\Windows\System32\lsass.exe
    703      26     51542     66305    10.52   54042   1  fontdrvhost        C:\Windows\System32\fontdrvhost.exe
    934      20     81214     83184    36.35   54072   1  RuntimeBroker      C:\Windows\System32\RuntimeBroker.exe
    647      48    147939    166382    11.44   54114   1  services           C:\Windows\System32\services.exe
    401      46     31859     49652    12.46   54170   1  RuntimeBroker      C:\Windows\System32\RuntimeBroker.exe
    195      38    109700    113217    12.12   54219   1  wmiprvse           C:\Windows\System32\wbem\WmiPrvSE.exe
    481       5     25269     44460    27.34   54264   1  cmd                C:\Windows\System32\cmd.exe
    870       8     38453     45237    27.85   54294   1  Spotify            C:\Users\jsmith\AppData\Roaming\Spotify\Spotify.exe
   1037      40      4224     18306    24.73   54301   1  conhost            C:\Windows\System32\conhost.exe
    471      54    134356    144019    36.63   54328   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
    435      17     81022     95833    19.70   54354   1  ShellExperienceHost C:\Windows\System32\ShellExperienceHost.exe
   1177      26     58938     71224     2.60   54403   1  RuntimeBroker      C:\Windows\System32\RuntimeBroker.exe
    565      40     13598     24785     3.16   54414   1  winlogon           C:\Windows\System32\winlogon.exe
     91      38     90239     96464    16.34   54419   1  vlc                C:\Program Files\VideoLAN\VLC\vlc.exe
    636      36    157688    175455    36.03   54439   1  explorer           C:\Windows\explorer.exe
   1033      25    137994    152303    20.80   54452   1  slack              C:\Users\jsmith\AppData\Local\slack\slack.exe
    226      56     43622     48667    44.50   54463   1  vlc                C:\Program Files\VideoLAN\VLC\vlc.exe
    994      56      7838     17969    24.53   54521   1  NisSrv             C:\Program Files\Windows Defender\NisSrv.exe
   1382      29    121908    125889    22.59   54577   1  vlc                C:\Program Files\VideoLAN\VLC\vlc.exe
    442      14    174354    191010    43.64   54634   1  notepad            C:\Windows\System32\notepad.exe
    386      55    137629    146101     8.04   54658   1  Spotify            C:\Users\jsmith\AppData\Roaming\Spotify\Spotify.exe
    898      60     25675     38588     4.37   54668   1  csrss              C:\Windows\System32\csrss.exe
    971      56     11030     23945    42.11   54724   1  Discord            C:\Users\jsmith\AppData\Local\Discord\app-1.0.9013\Discord.exe
    449      50     12385     17766    22.56   54728   1  outlook            C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE
    142      42     84920    103903    28.44   54770   1  vlc                C:\Program Files\VideoLAN\VLC\vlc.exe
    328      37    106740    114378     4.93   54784   1  services           C:\Windows\System32\services.exe
    732       9    172356    184189    33.69   54829   1  conhost            C:\Windows\System32\conhost.exe
   1357      27    170761    173506    25.33   54867   1  RuntimeBroker      C:\Windows\System32\RuntimeBroker.exe
     89      58    144589    152326    44.55   54881   1  OneDrive           C:\Users\jsmith\AppData\Local\Microsoft\OneDrive\OneDrive.exe
    130      18     33139     38028     4.95   54919   1  services           C:\Windows\System32\services.exe
